"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Atp2a3",0.000203002713849586,9.02509811449195e-07,291,248,3.04452243772342,0,0,3.04452243772342,21,258,325,18.2429700307497,16.1741796148915,20.3744510652703,TRUE,TRUE,TRUE,FALSE,TRUE
"Egflam",0.0002043092874761,1.62038443063124e-06,282,325,3.04452243772342,0,0,3.04452243772342,21,250,315,17.6787544627884,15.6726546655926,19.7475448786466,TRUE,TRUE,TRUE,FALSE,TRUE
"Emp3",0.000204402272421925,4.25650972977899e-06,318,787,3.04452243772342,0,0,3.04452243772342,21,284,353,19.9356167346337,17.8041357001132,22.1297883878167,TRUE,TRUE,TRUE,FALSE,TRUE
"Fbxl22",0.000203475836188655,1.6816574981329e-06,447,570,3.04452243772342,0,0,3.04452243772342,21,406,489,28.0227065420795,25.4523911769223,30.6557125258991,TRUE,TRUE,TRUE,FALSE,TRUE
"Gprc5c",0.000195257572861695,1.94941348900284e-06,300,405,3.04452243772342,0,0,3.04452243772342,21,267,334,18.8071855987111,16.7383951828529,20.9386666332317,TRUE,TRUE,TRUE,FALSE,TRUE
"Rasgrp2",0.000409642513530911,1.40081194965874e-05,658,2955,3.73766961828337,0.693147180559945,0,3.04452243772342,21,608,709,41.2504270798396,38.1158961467211,44.4476486316205,TRUE,TRUE,TRUE,FALSE,TRUE
"Ecm2",0.000401992103269599,1.29815573870535e-05,540,3147,3.71357206670431,0.693147180559945,0,3.02042488614436,20.5,495,586,33.8529340776799,31.0318562378733,36.736702536149,TRUE,TRUE,TRUE,FALSE,TRUE
"Ggt5",0.000187553826730402,1.8761754234487e-06,255,293,2.99573227355399,0,0,2.99573227355399,20,224,287,15.9861077589044,14.0426985803709,17.9922075561003,TRUE,TRUE,TRUE,FALSE,TRUE
"Hrct1",0.000191937744193754,3.22353578924047e-06,258,680,2.99573227355399,0,0,2.99573227355399,20,227,290,16.1741796148915,14.2307704363581,18.1802794120874,TRUE,TRUE,TRUE,FALSE,TRUE
"Pde5a",0.000377444262950924,7.47202751855491e-06,658,2318,3.66356164612965,0.693147180559945,0,2.9704144655697,19.5,608,709,41.2504270798396,38.1158961467211,44.4476486316205,TRUE,TRUE,TRUE,FALSE,TRUE
"Smtn",0.00037534879667304,8.06719978216513e-06,751,1472,3.66356164612965,0.693147180559945,0,2.9704144655697,19.5,698,805,47.0806546154401,43.7580518263345,50.4659480232081,TRUE,TRUE,TRUE,FALSE,TRUE
"Lrrc32",0.000178222674710006,1.54852362533724e-06,306,354,2.94443897916644,0,0,2.94443897916644,19,272,341,19.1833293106853,17.0518482761647,21.3775009638683,TRUE,TRUE,TRUE,FALSE,TRUE
"Rrad",0.000181563467826641,8.70456083894656e-07,279,187,2.94443897916644,0,0,2.94443897916644,19,247,312,17.4906826068013,15.4845828096055,19.5594730226595,TRUE,TRUE,TRUE,FALSE,TRUE
"Vstm4",0.000183793744174634,4.19041580205113e-06,259,818,2.94443897916644,0,0,2.94443897916644,19,228,291,16.2368702335539,14.2934610550204,18.2429700307497,TRUE,TRUE,TRUE,FALSE,TRUE
"4930523C07Rik",0.000358598512874442,7.82593582307169e-06,598,1462,3.61091791264422,0.693147180559945,0,2.91777073208428,18.5,551,646,37.4889899600974,34.542530882966,40.4981396558912,TRUE,TRUE,TRUE,FALSE,TRUE
"Rhoj",0.000355031022957298,1.26784815391467e-05,604,2336,3.61091791264422,0.693147180559945,0,2.91777073208428,18.5,556,653,37.8651336720716,34.8559839762779,40.9369739865278,TRUE,TRUE,TRUE,FALSE,TRUE
"Asb2",0.000174145751045252,1.14579894289696e-06,338,222,2.89037175789616,0,0,2.89037175789616,18,302,374,21.1894291078812,18.9325668360358,23.4462913797265,TRUE,TRUE,TRUE,FALSE,TRUE
"Bcam",0.000352745937711918,8.46103246751772e-06,662,1608,3.58351893845611,0.693147180559945,0,2.89037175789616,18,612,713,41.5011895544891,38.3666586213706,44.69841110627,TRUE,TRUE,TRUE,FALSE,TRUE
"Colec12",0.000346051138393881,8.53148940147224e-06,436,1388,3.58351893845611,0.693147180559945,0,2.89037175789616,18,396,477,27.3331097367934,24.8254849902986,29.9034251019506,TRUE,TRUE,TRUE,FALSE,TRUE
"Foxs1",0.000165762703766731,2.53912423153889e-07,252,63,2.89037175789616,0,0,2.89037175789616,18,221,284,15.7980359029173,13.8546267243838,17.8041357001132,TRUE,TRUE,TRUE,FALSE,TRUE
"Pla1a",0.000172832713479924,3.34980685129268e-07,213,82,2.89037175789616,0,0,2.89037175789616,18,185,242,13.3531017750849,11.5977644525385,15.1711297162936,TRUE,TRUE,TRUE,FALSE,TRUE
"Tuba1c",0.000168566566328872,1.92731973780128e-06,351,567,2.89037175789616,0,0,2.89037175789616,18,315,388,22.004407150492,19.7475448786466,24.3239600409997,TRUE,TRUE,TRUE,FALSE,TRUE
"Lama4",0.00016148242235819,4.03634732902142e-06,229,755,2.83321334405622,0,4.12698654175639e-290,2.83321334405622,17,200,259,14.3561516736828,12.5381237324741,16.2368702335539,TRUE,TRUE,TRUE,FALSE,TRUE
"Ptgis",0.000160436132052263,1.15375391461345e-06,367,284,2.83321334405622,0,0,2.83321334405622,17,330,405,23.0074570490899,20.6879041585822,25.38970055826,TRUE,TRUE,TRUE,FALSE,TRUE
"Sh3bgr",0.000161675763301466,2.67758642742411e-06,362,645,2.83321334405622,0,0,2.83321334405622,17,325,400,22.694003955778,20.3744510652703,25.0762474649481,TRUE,TRUE,TRUE,FALSE,TRUE
"Snhg18",0.000330451729808795,6.22460356843073e-06,611,1164,3.52636052461616,0.693147180559945,0,2.83321334405622,17,563,660,38.3039680027082,35.2948183069145,41.3758083171644,TRUE,TRUE,TRUE,FALSE,TRUE
"Tbxa2r",0.00015645065124283,1.1701800749254e-06,209,328,2.83321334405622,0,9.04683604099907e-320,2.83321334405622,17,181,238,13.1023393004354,11.347001977889,14.9203672416441,TRUE,TRUE,TRUE,FALSE,TRUE
