"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Trf.1",9.3691319836265e-122,-1.07105596329703,0.086,0.201,2.97844705759486e-117,"Inhibitory Interneurons","Trf"
"C1ql3.1",1.22329118275952e-121,-0.535045794700468,0.106,0.231,3.88884266999253e-117,"Inhibitory Interneurons","C1ql3"
"Chst8",1.98068832468072e-120,-0.312704606724347,0.014,0.112,6.29660818416001e-116,"Inhibitory Interneurons","Chst8"
"Fth1.1",2.56864012644265e-120,-0.697588007501398,0.587,0.622,8.16570696196117e-116,"Inhibitory Interneurons","Fth1"
"Chd7.1",4.25779296630612e-120,-0.758128026578364,0.067,0.18,1.35355238398871e-115,"Inhibitory Interneurons","Chd7"
"Garem1.1",8.32301233765924e-120,-0.498339374557402,0.178,0.304,2.64588562214187e-115,"Inhibitory Interneurons","Garem1"
"Pde1a.1",3.71112130047287e-119,-0.674891080996737,0.25,0.366,1.17976546142033e-114,"Inhibitory Interneurons","Pde1a"
"Slc1a3.1",4.21070239902449e-119,-0.941825439311814,0.044,0.152,1.33858229264989e-114,"Inhibitory Interneurons","Slc1a3"
"Mmd2",5.03066703179388e-119,-0.404382264082966,0.059,0.174,1.59924904940728e-114,"Inhibitory Interneurons","Mmd2"
"Ccnjl",1.18726986135354e-118,-0.361785080518616,0.022,0.122,3.77433088924292e-114,"Inhibitory Interneurons","Ccnjl"
"Camk2a.1",1.6831057923833e-118,-0.607629589985627,0.586,0.554,5.35059331398652e-114,"Inhibitory Interneurons","Camk2a"
"Hepacam.1",1.71285539864791e-118,-0.780781003500045,0.034,0.137,5.4451673123017e-114,"Inhibitory Interneurons","Hepacam"
"Ndst4.1",1.59321922359168e-117,-0.488313600777427,0.059,0.174,5.06484391179794e-113,"Inhibitory Interneurons","Ndst4"
"Mertk.1",1.61076507761657e-117,-1.165004604465,0.031,0.132,5.12062218174308e-113,"Inhibitory Interneurons","Mertk"
"Grb14.1",4.25688098590712e-117,-0.676089095222593,0.135,0.259,1.35326246541987e-112,"Inhibitory Interneurons","Grb14"
"5730522E02Rik.1",4.40565098718554e-116,-0.54540311147776,0.404,0.485,1.40055644882628e-111,"Inhibitory Interneurons","5730522E02Rik"
"Htr1f.1",2.00499819569168e-115,0.310163372528017,0.272,0.157,6.37388926410385e-111,"Inhibitory Interneurons","Htr1f"
"Zfhx3.1",1.08179796853767e-114,-0.967902634310972,0.037,0.139,3.43903574198124e-110,"Inhibitory Interneurons","Zfhx3"
"Stum.1",2.7818300221531e-114,-0.29415572490341,0.041,0.148,8.84343764042472e-110,"Inhibitory Interneurons","Stum"
"Skap2.1",1.36062155901259e-112,-0.627683579420926,0.037,0.139,4.32541593610103e-108,"Inhibitory Interneurons","Skap2"
"C030029H02Rik.1",5.11379867387082e-112,-0.943120869017473,0.026,0.122,1.62567659842353e-107,"Inhibitory Interneurons","C030029H02Rik"
"Grm3.1",5.33703456759393e-112,-1.13409060464691,0.271,0.364,1.69664328903811e-107,"Inhibitory Interneurons","Grm3"
"Sec14l5.1",3.18726320011806e-111,-0.803431902910461,0.019,0.111,1.01323097131753e-106,"Inhibitory Interneurons","Sec14l5"
"Enpp2.1",3.70806133141774e-111,-1.18614045145974,0.134,0.243,1.1787926972577e-106,"Inhibitory Interneurons","Enpp2"
"Mag.1",7.24306229882483e-111,-0.902075746354491,0.045,0.146,2.30256950479642e-106,"Inhibitory Interneurons","Mag"
"Dgki.1",1.36459253948376e-110,-0.515486286324001,0.684,0.637,4.33803968301887e-106,"Inhibitory Interneurons","Dgki"
"Ston2",3.39289608183728e-110,-0.481283199682321,0.022,0.115,1.07860166441607e-105,"Inhibitory Interneurons","Ston2"
"Cobll1.1",3.4576172179371e-110,-0.643077832415521,0.024,0.118,1.0991765135822e-105,"Inhibitory Interneurons","Cobll1"
"Nkain3.1",3.63368333690393e-110,0.39252443206322,0.561,0.408,1.15514793280176e-105,"Inhibitory Interneurons","Nkain3"
"Gm37459.1",9.00637494819244e-110,-0.667310507271595,0.128,0.244,2.86312659603038e-105,"Inhibitory Interneurons","Gm37459"
"Fa2h.1",3.58703704758519e-109,-0.869795141587074,0.03,0.125,1.14031907742733e-104,"Inhibitory Interneurons","Fa2h"
"Gng12.1",3.09319722532211e-108,-0.519871353223657,0.069,0.179,9.83327397929899e-104,"Inhibitory Interneurons","Gng12"
"Gria2.1",5.15909164685855e-108,-0.326783339816195,0.911,0.718,1.64007523453633e-103,"Inhibitory Interneurons","Gria2"
"Tshz2.1",3.95795011165985e-107,-1.10868662343422,0.056,0.158,1.25823234049667e-102,"Inhibitory Interneurons","Tshz2"
"Olfm1",5.64440503224944e-107,-0.568871041420666,0.402,0.478,1.7943563597521e-102,"Inhibitory Interneurons","Olfm1"
"Doc2b.1",6.69689027446824e-107,-0.299609146759622,0.03,0.126,2.12894141825345e-102,"Inhibitory Interneurons","Doc2b"
"Slc1a2.1",3.5874092847278e-106,-1.23751456824107,0.203,0.321,1.14043741161497e-101,"Inhibitory Interneurons","Slc1a2"
"Fat3.1",7.04177707105313e-106,-0.588228446047086,0.335,0.428,2.23858093088779e-101,"Inhibitory Interneurons","Fat3"
"Plekhg1.1",8.46032938597893e-106,-0.800624170884335,0.041,0.137,2.6895387118027e-101,"Inhibitory Interneurons","Plekhg1"
"Rras2.1",9.16757723862752e-105,-0.339722055533541,0.086,0.199,2.91437280415969e-100,"Inhibitory Interneurons","Rras2"
"Trpm3",9.88246747506276e-104,-0.828866812662432,0.292,0.417,3.14163641032245e-99,"Inhibitory Interneurons","Trpm3"
"Fry.1",2.83224683154079e-103,-0.484894972652898,0.552,0.556,9.00371267746817e-99,"Inhibitory Interneurons","Fry"
"Sorcs3.1",3.18286951349875e-103,0.422015326315873,0.377,0.254,1.01183421834125e-98,"Inhibitory Interneurons","Sorcs3"
"Cdh19.1",6.05955820243193e-103,-0.75818706594538,0.023,0.112,1.92633355255311e-98,"Inhibitory Interneurons","Cdh19"
"Sphkap.1",6.97980348004893e-103,-0.549906569458833,0.338,0.427,2.21887952630755e-98,"Inhibitory Interneurons","Sphkap"
"Rnf112.1",1.04597025269171e-102,-0.407718154645121,0.168,0.287,3.32513943330695e-98,"Inhibitory Interneurons","Rnf112"
"Brinp1.1",1.8905364933643e-100,-0.547116973075342,0.521,0.532,6.01001551240512e-96,"Inhibitory Interneurons","Brinp1"
"Stim2.1",1.03566235721995e-99,-0.457828051801656,0.191,0.302,3.29237063360221e-95,"Inhibitory Interneurons","Stim2"
"Mdga1.1",1.32828354936648e-98,-0.256050079517744,0.027,0.117,4.22261340343603e-94,"Inhibitory Interneurons","Mdga1"
"Cttnbp2.1",2.05481796749462e-98,-0.460053312590619,0.741,0.64,6.53226631866541e-94,"Inhibitory Interneurons","Cttnbp2"
"Tmem150c.1",2.09051857833614e-98,-0.311424898443299,0.079,0.186,6.64575856053057e-94,"Inhibitory Interneurons","Tmem150c"
"Zdhhc14.1",7.53406152655574e-97,-0.605491126001119,0.348,0.43,2.39507815929207e-92,"Inhibitory Interneurons","Zdhhc14"
"Klf9.1",1.07127457487682e-96,-0.502319241103184,0.113,0.221,3.40558187353341e-92,"Inhibitory Interneurons","Klf9"
"Lrmda.1",5.16115100271874e-96,-1.29093415460973,0.073,0.169,1.64072990376429e-91,"Inhibitory Interneurons","Lrmda"
"Tgfbr1.1",6.20152349670857e-96,-1.07138700693979,0.054,0.148,1.97146431960366e-91,"Inhibitory Interneurons","Tgfbr1"
"Kcnd2.1",1.07684706906696e-95,-0.573665291678809,0.743,0.632,3.42329683256386e-91,"Inhibitory Interneurons","Kcnd2"
"Rgl1.1",2.41308676710906e-95,-0.415651350848033,0.191,0.301,7.6712028326397e-91,"Inhibitory Interneurons","Rgl1"
"Csrp1.1",4.05810802420288e-95,-0.712389035020138,0.03,0.115,1.29007254089409e-90,"Inhibitory Interneurons","Csrp1"
"Gpc5.1",4.49923643646525e-95,-1.55540187181468,0.117,0.221,1.4303072631523e-90,"Inhibitory Interneurons","Gpc5"
"A330008L17Rik.1",8.93195023420937e-95,0.453532294652224,0.253,0.158,2.83946697945516e-90,"Inhibitory Interneurons","A330008L17Rik"
"Myo1d.1",1.9026119352351e-94,-0.679365885239965,0.108,0.212,6.04840334211238e-90,"Inhibitory Interneurons","Myo1d"
"Adcy9.1",2.88518118647484e-94,-0.487307875555594,0.347,0.42,9.17199099180353e-90,"Inhibitory Interneurons","Adcy9"
"Ugt8a.1",6.51615924290313e-94,-0.837302276504721,0.043,0.131,2.07148702331891e-89,"Inhibitory Interneurons","Ugt8a"
"Chn1.1",1.07685461625165e-92,-0.47004221704731,0.495,0.517,3.42332082506399e-88,"Inhibitory Interneurons","Chn1"
"Kcnt2.1",1.17077543673232e-92,0.333155501223373,0.459,0.326,3.72189511337204e-88,"Inhibitory Interneurons","Kcnt2"
"Grm7.1",1.19208366809996e-91,-0.302123377302871,0.644,0.657,3.78963398088977e-87,"Inhibitory Interneurons","Grm7"
"Cdc42bpa",4.86599244748136e-91,-0.612683139054746,0.611,0.609,1.54689899905432e-86,"Inhibitory Interneurons","Cdc42bpa"
"Gria3.1",6.73306712373241e-91,0.268300209394509,0.661,0.521,2.14044203863453e-86,"Inhibitory Interneurons","Gria3"
"Grik4.1",7.05428119046181e-91,-0.543890609706712,0.218,0.318,2.24255599044781e-86,"Inhibitory Interneurons","Grik4"
"Crym",1.13803677809575e-90,-0.30350747239593,0.058,0.155,3.61781891756638e-86,"Inhibitory Interneurons","Crym"
"Il33.1",3.86554841232015e-90,-0.788439884015041,0.028,0.11,1.22885784027658e-85,"Inhibitory Interneurons","Il33"
"Wipf3.1",5.9684027858705e-90,-0.469965864377547,0.252,0.347,1.89735524562823e-85,"Inhibitory Interneurons","Wipf3"
"Slc8a2.1",6.39880420996749e-90,-0.301958889764582,0.075,0.176,2.03417985834867e-85,"Inhibitory Interneurons","Slc8a2"
"Apoe.1",1.11746742275495e-89,-0.915507747638922,0.347,0.419,3.55242893693797e-85,"Inhibitory Interneurons","Apoe"
"Gm20713.1",1.22263287715709e-89,-0.660594632035138,0.032,0.116,3.88674991648239e-85,"Inhibitory Interneurons","Gm20713"
"Pcdh9.1",1.65578419678777e-89,-0.445531936683646,0.916,0.88,5.26373796158833e-85,"Inhibitory Interneurons","Pcdh9"
"Prex1.1",6.93475244900694e-89,-0.492368943241672,0.035,0.119,2.20455780353931e-84,"Inhibitory Interneurons","Prex1"
"Wipf1.1",1.62380135951401e-88,-0.729341843103417,0.04,0.125,5.16206452189505e-84,"Inhibitory Interneurons","Wipf1"
"Adora1",2.84661429293484e-87,-0.278600693490267,0.026,0.106,9.04938683723987e-83,"Inhibitory Interneurons","Adora1"
"Neurod2",4.24825168080287e-87,-0.267631654128542,0.035,0.12,1.35051920932723e-82,"Inhibitory Interneurons","Neurod2"
"Osbp2.1",8.91637956929462e-87,-0.42217716963013,0.217,0.318,2.83451706507876e-82,"Inhibitory Interneurons","Osbp2"
"Ldlrad4.1",1.53666233799996e-86,-0.669649157762401,0.406,0.472,4.88504957250188e-82,"Inhibitory Interneurons","Ldlrad4"
"Arap2",1.89186487956939e-86,-0.600479780134258,0.125,0.225,6.01423845215108e-82,"Inhibitory Interneurons","Arap2"
"Gpc4.1",4.47805600470993e-86,-0.325116432514524,0.042,0.129,1.42357400389729e-81,"Inhibitory Interneurons","Gpc4"
"Nrg1.1",5.82552705056825e-86,-0.694699218557834,0.332,0.419,1.85193504937565e-81,"Inhibitory Interneurons","Nrg1"
"Btbd9.1",2.50563480101232e-84,-0.526952279808214,0.345,0.415,7.96541303241815e-80,"Inhibitory Interneurons","Btbd9"
"Rnf220.1",6.13933022668884e-84,-1.27687908060734,0.184,0.271,1.95169307906438e-79,"Inhibitory Interneurons","Rnf220"
"Tns3.1",9.41892135345851e-84,-0.64404262098093,0.055,0.141,2.99427509826446e-79,"Inhibitory Interneurons","Tns3"
"Lingo1.1",4.71296540184706e-83,-0.310747262361796,0.132,0.239,1.49825170124718e-78,"Inhibitory Interneurons","Lingo1"
"Cpne6.1",4.95255668855875e-83,-0.323657303766689,0.129,0.233,1.57441777129283e-78,"Inhibitory Interneurons","Cpne6"
"Gm15680.1",1.39521170689976e-82,0.294087111438761,0.243,0.152,4.43537801623435e-78,"Inhibitory Interneurons","Gm15680"
"Gabra2.1",1.58196360584587e-81,-0.443105552029883,0.419,0.474,5.02906230298404e-77,"Inhibitory Interneurons","Gabra2"
"Ptk2",9.20747429181378e-81,-0.475148733205316,0.556,0.559,2.9270560773676e-76,"Inhibitory Interneurons","Ptk2"
"Fbxl7.1",1.00496065320516e-80,-0.423773906772607,0.068,0.158,3.19476991653919e-76,"Inhibitory Interneurons","Fbxl7"
"Fkbp5.1",2.83967556004031e-80,-0.56353731962967,0.133,0.23,9.02732860536815e-76,"Inhibitory Interneurons","Fkbp5"
"Rap2b",8.9292911970308e-80,-0.264755200288805,0.057,0.145,2.83862167153609e-75,"Inhibitory Interneurons","Rap2b"
"Lama2.1",1.79415286636651e-79,-0.758901584769949,0.051,0.132,5.70361196217915e-75,"Inhibitory Interneurons","Lama2"
"Mgat4c.1",1.91307691993334e-79,0.383365275778297,0.408,0.281,6.08167152846807e-75,"Inhibitory Interneurons","Mgat4c"
"Khdrbs2.1",8.86629639681599e-79,-0.467686532688906,0.329,0.418,2.8185956245478e-74,"Inhibitory Interneurons","Khdrbs2"
"Neurod6",4.05475605665137e-78,-0.277447920500198,0.048,0.132,1.28900695040947e-73,"Inhibitory Interneurons","Neurod6"
"Ptpn3.1",6.98736706675096e-78,-0.277317248610499,0.101,0.197,2.22128399052013e-73,"Inhibitory Interneurons","Ptpn3"
"Csmd2.1",7.78148604273917e-78,-0.434031087915702,0.356,0.429,2.47373441298678e-73,"Inhibitory Interneurons","Csmd2"
"Ramp1",9.078125781931e-78,-0.356841893447061,0.077,0.167,2.88593618607587e-73,"Inhibitory Interneurons","Ramp1"
"Itgav.1",1.02991232551446e-76,-0.542031868353866,0.047,0.126,3.27409128281047e-72,"Inhibitory Interneurons","Itgav"
"Gm15738.1",4.0109718421204e-76,-0.450726469113925,0.411,0.468,1.27508794861007e-71,"Inhibitory Interneurons","Gm15738"
"Ccnd3.1",1.0595967337224e-74,-0.797935570570216,0.061,0.142,3.36845801650351e-70,"Inhibitory Interneurons","Ccnd3"
"Tmeff2.1",1.13078522125142e-73,-0.638701865595432,0.659,0.691,3.59476621835827e-69,"Inhibitory Interneurons","Tmeff2"
"Slit2.1",3.97369748352601e-72,0.355265886672075,0.244,0.159,1.26323843001292e-67,"Inhibitory Interneurons","Slit2"
"Slc8a1.1",6.90050424669684e-72,-0.545160746041698,0.741,0.636,2.19367030002493e-67,"Inhibitory Interneurons","Slc8a1"
"Adgrb2.1",3.90925368240146e-71,-0.294569795497804,0.11,0.202,1.24275174563542e-66,"Inhibitory Interneurons","Adgrb2"
"Rab31.1",1.14349607562622e-70,-0.920046884569765,0.146,0.224,3.63517402441575e-66,"Inhibitory Interneurons","Rab31"
"Gm10754.1",7.36112891170746e-70,-0.313375254311282,0.059,0.139,2.3401028810318e-65,"Inhibitory Interneurons","Gm10754"
"Pik3r1.1",1.57779911273455e-69,-0.644780928691171,0.134,0.22,5.01582337938314e-65,"Inhibitory Interneurons","Pik3r1"
"Ahcyl2.1",1.64048925563125e-69,-0.677778992419912,0.521,0.515,5.21511534365175e-65,"Inhibitory Interneurons","Ahcyl2"
"Cald1",2.11403418648226e-69,-0.527111309003561,0.104,0.188,6.72051467882711e-65,"Inhibitory Interneurons","Cald1"
"P4ha1",1.45659816769604e-68,-0.449223550182411,0.189,0.28,4.6305255751057e-64,"Inhibitory Interneurons","P4ha1"
"Ust.1",2.39533357994666e-68,-0.369774533978142,0.208,0.307,7.61476545065043e-64,"Inhibitory Interneurons","Ust"
"Chst11",3.85553059786205e-68,-0.424860068081484,0.152,0.243,1.22567317706035e-63,"Inhibitory Interneurons","Chst11"
"Gm13269.1",3.96594705882261e-68,-0.308053678698474,0.155,0.25,1.26077456999971e-63,"Inhibitory Interneurons","Gm13269"
"Dock1.1",1.37583057294057e-67,-0.813548146448805,0.121,0.197,4.37376539137806e-63,"Inhibitory Interneurons","Dock1"
"Klf13",1.4763203059554e-67,-0.606363185093304,0.202,0.285,4.69322225263223e-63,"Inhibitory Interneurons","Klf13"
"Rasl10a",7.44854195736599e-67,-0.278296783037078,0.043,0.116,2.36789148824665e-62,"Inhibitory Interneurons","Rasl10a"
"Baz2b.1",1.22646233995854e-66,-0.552230180682475,0.515,0.538,3.8989237787282e-62,"Inhibitory Interneurons","Baz2b"
"Stxbp3.1",3.84118931885156e-66,-0.543841067486125,0.069,0.144,1.22111408446291e-61,"Inhibitory Interneurons","Stxbp3"
"Tead1.1",5.44810715613347e-66,-0.420658421831114,0.173,0.259,1.73195326493483e-61,"Inhibitory Interneurons","Tead1"
"Lmo4",1.25501852226368e-65,-0.312523850652583,0.105,0.192,3.98970388227623e-61,"Inhibitory Interneurons","Lmo4"
"Zmiz1.1",1.9189916737509e-65,-0.491537619799097,0.119,0.203,6.10047453085412e-61,"Inhibitory Interneurons","Zmiz1"
"Lrrn1",2.39271459660055e-65,-0.402142126874998,0.087,0.167,7.60643970259316e-61,"Inhibitory Interneurons","Lrrn1"
"Ptgds.1",4.96970243858625e-65,-1.06597923328568,0.205,0.279,1.57986840522657e-60,"Inhibitory Interneurons","Ptgds"
"Frmd4b.1",5.82072811936897e-65,-0.637093400813895,0.4,0.442,1.8504094691474e-60,"Inhibitory Interneurons","Frmd4b"
"Vav3.1",2.29800952058243e-64,-0.357423303458503,0.099,0.182,7.30537226593154e-60,"Inhibitory Interneurons","Vav3"
"Xylt1",1.2185914150137e-63,-0.588379297902912,0.217,0.299,3.87390210832857e-59,"Inhibitory Interneurons","Xylt1"
"Fstl4.1",3.35463457469647e-63,-0.318101566301154,0.173,0.268,1.06643833129601e-58,"Inhibitory Interneurons","Fstl4"
"Gm26871.1",1.97288792234356e-62,-0.458707790230396,0.435,0.463,6.27181070513019e-58,"Inhibitory Interneurons","Gm26871"
"Slc4a4.1",2.50137271441221e-62,-0.727472770810785,0.229,0.296,7.95186385911642e-58,"Inhibitory Interneurons","Slc4a4"
"Calm2.1",5.42012361255409e-61,-0.444420071627185,0.662,0.633,1.72305729643094e-56,"Inhibitory Interneurons","Calm2"
"Camk2b.1",7.70504089232608e-61,-0.4149845764398,0.339,0.398,2.44943249967046e-56,"Inhibitory Interneurons","Camk2b"
"Nptx1",1.82193446036845e-60,-0.251244278199403,0.045,0.114,5.79192964951129e-56,"Inhibitory Interneurons","Nptx1"
"Foxn2",3.37810849791035e-60,-0.308574996887255,0.062,0.134,1.0739006914857e-55,"Inhibitory Interneurons","Foxn2"
"Lmo3.1",4.83621647515899e-60,-0.316182047717125,0.155,0.241,1.53743321745304e-55,"Inhibitory Interneurons","Lmo3"
"Nlgn1.1",5.03576886767394e-60,-0.266596390160297,0.826,0.745,1.60087092303355e-55,"Inhibitory Interneurons","Nlgn1"
"Kbtbd11",6.75414270099087e-60,-0.274277266990549,0.064,0.137,2.147141964645e-55,"Inhibitory Interneurons","Kbtbd11"
"Iqgap2.1",9.63074807087733e-60,-0.428291590578752,0.296,0.368,3.0616148117319e-55,"Inhibitory Interneurons","Iqgap2"
"Phldb1.1",1.07662031397003e-59,-0.650667887583043,0.055,0.122,3.42257597811074e-55,"Inhibitory Interneurons","Phldb1"
"Cldn11.1",3.57785391285784e-59,-0.659931782766489,0.058,0.126,1.13739975889751e-54,"Inhibitory Interneurons","Cldn11"
"Lyst.1",8.10226892309459e-59,-0.472430452836306,0.293,0.357,2.57571129065177e-54,"Inhibitory Interneurons","Lyst"
"Wwc1",1.0841407177743e-58,-0.291712536329032,0.105,0.185,3.4464833418045e-54,"Inhibitory Interneurons","Wwc1"
"Pde8a.1",3.7879152807718e-58,-0.821027269108927,0.071,0.138,1.20417826775736e-53,"Inhibitory Interneurons","Pde8a"
"Wasf2.1",1.79519083645009e-56,-0.519914570919091,0.065,0.134,5.70691166907483e-52,"Inhibitory Interneurons","Wasf2"
"Arhgef25.1",3.09973095646462e-56,-0.309318684740539,0.16,0.241,9.85404471060102e-52,"Inhibitory Interneurons","Arhgef25"
"Hpca",6.51010694892421e-55,-0.372062349995175,0.121,0.199,2.06956299906301e-50,"Inhibitory Interneurons","Hpca"
"Sash1.1",1.52925373175603e-54,-0.537251761335606,0.122,0.196,4.86149761325243e-50,"Inhibitory Interneurons","Sash1"
"Tmcc3.1",2.3211050860185e-54,-0.813965823158797,0.286,0.349,7.37879306845281e-50,"Inhibitory Interneurons","Tmcc3"
"Hlf",2.38590960638445e-54,-0.323628604762483,0.082,0.152,7.58480663869617e-50,"Inhibitory Interneurons","Hlf"
"Cst3.1",4.44565914589492e-54,-0.747245732731341,0.493,0.503,1.41327504247999e-49,"Inhibitory Interneurons","Cst3"
"Efnb3.1",6.8874898333235e-54,-0.422789972663186,0.072,0.141,2.18953301801354e-49,"Inhibitory Interneurons","Efnb3"
"Fgfr1",9.53193837043715e-54,-0.278777470838276,0.072,0.142,3.03020320796197e-49,"Inhibitory Interneurons","Fgfr1"
"Slc44a1.1",4.28557614194167e-53,-0.563297448477067,0.397,0.437,1.36238465552326e-48,"Inhibitory Interneurons","Slc44a1"
"Foxp1",3.72646315061005e-52,-0.471372185195604,0.359,0.403,1.18464263557893e-47,"Inhibitory Interneurons","Foxp1"
"Rtn4.1",4.43660094255507e-51,-0.641557727418222,0.584,0.572,1.41039543963826e-46,"Inhibitory Interneurons","Rtn4"
"2610035D17Rik.1",4.82155891403642e-51,-0.524298462824951,0.262,0.327,1.53277357877218e-46,"Inhibitory Interneurons","2610035D17Rik"
"Litaf.1",8.53194255002397e-51,-0.621513762302946,0.048,0.106,2.71230453665262e-46,"Inhibitory Interneurons","Litaf"
"Sort1",1.080835700438e-50,-0.440308470349832,0.317,0.374,3.43597669169239e-46,"Inhibitory Interneurons","Sort1"
"Arhgef10.1",1.72254627096347e-50,-0.60106644881911,0.054,0.113,5.47597459539288e-46,"Inhibitory Interneurons","Arhgef10"
"Orai2",1.97824191942414e-50,-0.264340896005605,0.063,0.128,6.28883106184936e-46,"Inhibitory Interneurons","Orai2"
"Tmem108.1",4.86044652178418e-50,-0.510651647853133,0.374,0.412,1.54513594927519e-45,"Inhibitory Interneurons","Tmem108"
"Cep112.1",5.87661232545331e-50,-0.318900340031634,0.174,0.254,1.86817505826161e-45,"Inhibitory Interneurons","Cep112"
"Cd9.1",7.75509716717552e-50,-0.559783761213556,0.059,0.119,2.4653453894451e-45,"Inhibitory Interneurons","Cd9"
"Dock9",2.09302726639404e-49,-0.475135193972486,0.428,0.445,6.65373367986664e-45,"Inhibitory Interneurons","Dock9"
"Pdzd2.1",1.48097799055898e-48,-0.472066609281334,0.2,0.268,4.70802903198699e-44,"Inhibitory Interneurons","Pdzd2"
"Pde7b.1",2.66431699992846e-48,-0.483182535756843,0.155,0.221,8.46986374277257e-44,"Inhibitory Interneurons","Pde7b"
"Elmo1.1",3.62737130340388e-48,-1.00322203190867,0.326,0.357,1.15314133735209e-43,"Inhibitory Interneurons","Elmo1"
"Pced1b",4.5009499485089e-48,-0.277227655202397,0.108,0.179,1.43085198863098e-43,"Inhibitory Interneurons","Pced1b"
"Tbc1d5.1",4.86584888468453e-48,-0.704850004837992,0.537,0.532,1.54685336044121e-43,"Inhibitory Interneurons","Tbc1d5"
"Sipa1l3.1",6.20724543588144e-48,-0.409411918681497,0.302,0.351,1.97328332406671e-43,"Inhibitory Interneurons","Sipa1l3"
"Prex2.1",1.4499210095001e-47,-0.553432031823338,0.093,0.162,4.60929888920082e-43,"Inhibitory Interneurons","Prex2"
"Apod.1",1.74225047467247e-47,-0.728259148562207,0.11,0.173,5.5386142589838e-43,"Inhibitory Interneurons","Apod"
"Maml3.1",3.89423965038233e-47,-0.639158881172869,0.224,0.287,1.23797878485654e-42,"Inhibitory Interneurons","Maml3"
"Kctd4",3.96037522794771e-47,-0.287372280254759,0.078,0.143,1.25900328496458e-42,"Inhibitory Interneurons","Kctd4"
"Acap2",4.98815738165216e-47,-0.401529702008109,0.507,0.507,1.58573523162722e-42,"Inhibitory Interneurons","Acap2"
"Agap1.1",8.60194557431234e-47,-0.601653148870265,0.42,0.45,2.73455849807389e-42,"Inhibitory Interneurons","Agap1"
"Arhgef26",9.8826514554967e-47,-0.297466402766293,0.054,0.114,3.1416948977024e-42,"Inhibitory Interneurons","Arhgef26"
"Gm45345",1.92795171894912e-46,-0.308992281885892,0.067,0.129,6.12895851453925e-42,"Inhibitory Interneurons","Gm45345"
"Prkd1.1",3.15198919837555e-46,-0.426877704030973,0.178,0.245,1.00201736616359e-41,"Inhibitory Interneurons","Prkd1"
"Adipor2.1",3.42336023987135e-46,-0.963979606414957,0.19,0.246,1.0882862202551e-41,"Inhibitory Interneurons","Adipor2"
"Mal.1",3.1778130416452e-45,-0.642503677698574,0.084,0.143,1.01022676593901e-40,"Inhibitory Interneurons","Mal"
"Specc1",1.27759572652129e-44,-0.417894504600997,0.458,0.477,4.06147681461117e-40,"Inhibitory Interneurons","Specc1"
"Rprml",2.15217033765078e-44,-0.263695036695307,0.074,0.137,6.84174950339182e-40,"Inhibitory Interneurons","Rprml"
"Slc38a2.1",4.35088615801406e-44,-0.265928810174383,0.419,0.292,1.38314670963267e-39,"Inhibitory Interneurons","Slc38a2"
"Mtmr12.1",5.97001084079807e-44,-0.270832268081638,0.16,0.23,1.89786644628971e-39,"Inhibitory Interneurons","Mtmr12"
"Syt7.1",9.53736096791865e-43,-0.320968955480072,0.254,0.317,3.03192705170134e-38,"Inhibitory Interneurons","Syt7"
"Camkv.1",1.06076313403018e-41,-0.271400161543163,0.237,0.306,3.37216600308194e-37,"Inhibitory Interneurons","Camkv"
"Trpc5.1",3.73171452377772e-41,0.342333866748033,0.36,0.288,1.18631204710894e-36,"Inhibitory Interneurons","Trpc5"
"Nr3c1.1",4.55703019881627e-41,-0.4297982936734,0.176,0.24,1.44867990020369e-36,"Inhibitory Interneurons","Nr3c1"
"Slc35f3.1",6.76530723899978e-41,-0.366464872748672,0.343,0.385,2.15069117127803e-36,"Inhibitory Interneurons","Slc35f3"
"B3galt5.1",9.65115870284456e-41,-0.359133064936487,0.056,0.11,3.06810335163428e-36,"Inhibitory Interneurons","B3galt5"
"Ext1.1",3.15200685449622e-40,-0.445745311677435,0.496,0.479,1.00202297904435e-35,"Inhibitory Interneurons","Ext1"
"Foxo1",4.13105102334019e-40,-0.324753068025457,0.069,0.124,1.31326112031985e-35,"Inhibitory Interneurons","Foxo1"
"Rilpl1",4.58452072518041e-40,-0.293753454921847,0.102,0.163,1.45741913853485e-35,"Inhibitory Interneurons","Rilpl1"
"Scn3b.1",1.50653285322015e-39,-0.266198327233977,0.169,0.236,4.78926794038684e-35,"Inhibitory Interneurons","Scn3b"
"Tspan13.1",1.53503242155885e-39,-0.296653903445661,0.176,0.241,4.87986806813559e-35,"Inhibitory Interneurons","Tspan13"
"Shisa4.1",2.74757106692093e-39,-0.514884801035571,0.211,0.269,8.73452842174163e-35,"Inhibitory Interneurons","Shisa4"
"Aopep",4.39533710715303e-39,-0.411595932681992,0.463,0.468,1.39727766636395e-34,"Inhibitory Interneurons","Aopep"
"Sez6l.1",5.39016074783984e-39,-0.314167098383857,0.323,0.369,1.71353210173828e-34,"Inhibitory Interneurons","Sez6l"
"Gm49678.1",1.34482244003797e-38,-0.32191962726341,0.129,0.192,4.27519053688071e-34,"Inhibitory Interneurons","Gm49678"
"Tgfbr3.1",1.42637945408582e-38,-0.293774877668314,0.149,0.211,4.53446028453882e-34,"Inhibitory Interneurons","Tgfbr3"
