"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Vgll4.1",2.69092700786572e-38,-0.463053753539462,0.165,0.224,8.55445695800513e-34,"Inhibitory Interneurons","Vgll4"
"Kif13b.1",2.7185897282038e-38,-0.682570238933963,0.244,0.292,8.64239674595989e-34,"Inhibitory Interneurons","Kif13b"
"Ryr2.1",5.15360502787057e-38,-0.473842440400978,0.686,0.552,1.63833103836005e-33,"Inhibitory Interneurons","Ryr2"
"Otulinl.1",1.16168455547003e-37,-0.412151636036871,0.079,0.134,3.69299520183921e-33,"Inhibitory Interneurons","Otulinl"
"Gtf2f2",3.20564450059036e-37,-0.339630019998584,0.135,0.195,1.01907438673768e-32,"Inhibitory Interneurons","Gtf2f2"
"Arhgap17",4.60653443713989e-37,-0.424424265869211,0.184,0.242,1.46441729756677e-32,"Inhibitory Interneurons","Arhgap17"
"Aplp1.1",6.67717385673485e-37,-0.508303996945994,0.301,0.348,2.12267356905601e-32,"Inhibitory Interneurons","Aplp1"
"Pag1.1",1.24422587938564e-36,-0.467717239816922,0.307,0.212,3.95539407056696e-32,"Inhibitory Interneurons","Pag1"
"Kif13a.1",1.26071562926203e-36,-0.717101382625953,0.183,0.233,4.007814985424e-32,"Inhibitory Interneurons","Kif13a"
"Dpf3.1",2.19998174126805e-36,-0.267229350213869,0.087,0.142,6.99374195549114e-32,"Inhibitory Interneurons","Dpf3"
"Phactr1.1",2.99765371092229e-36,-0.280114546135444,0.818,0.685,9.52954114702195e-32,"Inhibitory Interneurons","Phactr1"
"Sorl1.1",5.07545104676421e-36,-0.310213895432011,0.192,0.251,1.61348588776634e-31,"Inhibitory Interneurons","Sorl1"
"Snca",5.6231303292758e-36,-0.368552087046784,0.337,0.385,1.78759313167678e-31,"Inhibitory Interneurons","Snca"
"Jam3.1",5.65599809644043e-36,-0.467865718243767,0.171,0.229,1.79804179485841e-31,"Inhibitory Interneurons","Jam3"
"Napepld",7.52455716766496e-36,-0.288562827641457,0.099,0.154,2.39205672360069e-31,"Inhibitory Interneurons","Napepld"
"R3hdm1.1",1.08699646029699e-35,-0.35980409544154,0.7,0.594,3.45556174728414e-31,"Inhibitory Interneurons","R3hdm1"
"Gm20754.1",2.40051959816325e-35,-0.274723743812885,0.414,0.455,7.63125180256096e-31,"Inhibitory Interneurons","Gm20754"
"Fnbp1.1",4.39912779646284e-35,-0.770884314301065,0.49,0.481,1.39848272649554e-30,"Inhibitory Interneurons","Fnbp1"
"Qk.1",7.14344391856326e-35,-0.983330501907768,0.713,0.632,2.27090082171126e-30,"Inhibitory Interneurons","Qk"
"Car2.1",1.37151444544465e-34,-0.858909546611208,0.172,0.218,4.36004442206853e-30,"Inhibitory Interneurons","Car2"
"Lifr.1",1.79043262680908e-34,-0.335740095469583,0.085,0.138,5.69178532062608e-30,"Inhibitory Interneurons","Lifr"
"Itpk1.1",2.10485333179519e-34,-0.401170890640512,0.07,0.12,6.69132874177692e-30,"Inhibitory Interneurons","Itpk1"
"9530026P05Rik",2.4038360344774e-34,-0.350214269773375,0.067,0.119,7.64179475360365e-30,"Inhibitory Interneurons","9530026P05Rik"
"Mettl7a1.1",2.83804345213971e-34,-0.47726061119126,0.113,0.167,9.02214013435213e-30,"Inhibitory Interneurons","Mettl7a1"
"Chn2.1",3.92793946363228e-34,-0.389409052919094,0.196,0.123,1.2486919554887e-29,"Inhibitory Interneurons","Chn2"
"Anln.1",4.22145565469303e-34,-0.587881670652929,0.092,0.142,1.34200075262692e-29,"Inhibitory Interneurons","Anln"
"Atp8a1.1",7.74040144027653e-34,-0.475039874607427,0.591,0.565,2.46067361786391e-29,"Inhibitory Interneurons","Atp8a1"
"Pnpla7.1",8.27693481024494e-34,-0.552124342460868,0.057,0.102,2.63123757617687e-29,"Inhibitory Interneurons","Pnpla7"
"Cdc40.1",3.21136953088052e-33,-0.336335299735674,0.245,0.297,1.02089437386692e-28,"Inhibitory Interneurons","Cdc40"
"Nr3c2.1",4.19830252457526e-33,-0.407783057189561,0.607,0.538,1.33464037256248e-28,"Inhibitory Interneurons","Nr3c2"
"Camk1d",4.21335523610485e-33,-0.377791798352064,0.617,0.564,1.33942562955773e-28,"Inhibitory Interneurons","Camk1d"
"Gabrb1.1",4.60520151006644e-33,-0.410063047847939,0.753,0.615,1.46399356005012e-28,"Inhibitory Interneurons","Gabrb1"
"Cdk5rap2.1",8.57432426384806e-33,-0.320022428859244,0.067,0.115,2.7257776834773e-28,"Inhibitory Interneurons","Cdk5rap2"
"Fmnl2.1",4.85961988046098e-32,-0.531768093632776,0.468,0.467,1.54487315999855e-27,"Inhibitory Interneurons","Fmnl2"
"Zhx2",2.08585559224087e-31,-0.291605484378357,0.113,0.166,6.63093492773372e-27,"Inhibitory Interneurons","Zhx2"
"Gm16168.1",3.39056987609439e-31,-0.905434051902696,0.192,0.233,1.07786216361041e-26,"Inhibitory Interneurons","Gm16168"
"Ly6e",5.94730141950186e-31,-0.285720894502395,0.084,0.135,1.89064712125964e-26,"Inhibitory Interneurons","Ly6e"
"Tmcc1.1",1.41883609238424e-30,-0.368974561804412,0.708,0.644,4.51047993768951e-26,"Inhibitory Interneurons","Tmcc1"
"Ppp1r9a",1.50726008257016e-30,-0.361300444057183,0.514,0.5,4.79157980249054e-26,"Inhibitory Interneurons","Ppp1r9a"
"Arsb",2.04474362862456e-30,-0.374622823151259,0.272,0.316,6.50023999539747e-26,"Inhibitory Interneurons","Arsb"
"Rap2a",3.20122899284677e-30,-0.271596394299564,0.128,0.183,1.01767069682599e-25,"Inhibitory Interneurons","Rap2a"
"Sh3bp5.1",3.82361654288779e-30,-0.284336872911752,0.224,0.275,1.21552769898403e-25,"Inhibitory Interneurons","Sh3bp5"
"Arid1b",5.50467555758007e-30,-0.346000813485715,0.523,0.507,1.74993635975471e-25,"Inhibitory Interneurons","Arid1b"
"Miat.1",5.81470309120735e-30,-0.252492523544428,0.302,0.346,1.84849411269482e-25,"Inhibitory Interneurons","Miat"
"Tmtc1.1",6.0153089777164e-30,-0.270979578052056,0.166,0.22,1.91226672401604e-25,"Inhibitory Interneurons","Tmtc1"
"St3gal5",8.58248674453081e-30,-0.307317857265152,0.167,0.221,2.72837253608635e-25,"Inhibitory Interneurons","St3gal5"
"Gm29237",1.2059907334748e-29,-0.301934648240186,0.173,0.229,3.8338445417164e-25,"Inhibitory Interneurons","Gm29237"
"Itsn2.1",1.67747633582575e-29,-0.520393172386624,0.374,0.398,5.33269727159007e-25,"Inhibitory Interneurons","Itsn2"
"Tbc1d1.1",2.60910547627385e-29,-0.25281656675654,0.151,0.206,8.29434630907457e-25,"Inhibitory Interneurons","Tbc1d1"
"Dnajc1",3.41855133908414e-29,-0.355489848899025,0.513,0.491,1.08675747069485e-24,"Inhibitory Interneurons","Dnajc1"
"Ptbp3.1",5.16824825590318e-29,-0.372174776615184,0.146,0.197,1.64298612055162e-24,"Inhibitory Interneurons","Ptbp3"
"Kcnj6.1",9.0397030359936e-29,-0.361628746036901,0.438,0.436,2.87372159514237e-24,"Inhibitory Interneurons","Kcnj6"
"Htr4.1",9.71991106083932e-29,-0.280010580249794,0.193,0.245,3.08995972624082e-24,"Inhibitory Interneurons","Htr4"
"Csgalnact1",1.61272800881506e-28,-0.284440427587997,0.142,0.195,5.12686234002307e-24,"Inhibitory Interneurons","Csgalnact1"
"Dynll1.1",2.09810854860245e-27,-0.457979920960116,0.299,0.338,6.66988707600719e-23,"Inhibitory Interneurons","Dynll1"
"Sgk3.1",3.34561193923836e-27,-0.402915337795466,0.094,0.138,1.06357003548387e-22,"Inhibitory Interneurons","Sgk3"
"Add2.1",3.80501311562795e-27,-0.331100200336587,0.393,0.404,1.20961366945812e-22,"Inhibitory Interneurons","Add2"
"Synj2.1",4.38043971131758e-27,-0.41479137991153,0.089,0.134,1.39254178422786e-22,"Inhibitory Interneurons","Synj2"
"Nnat",5.27959032075973e-27,-0.555642717262519,0.254,0.294,1.67838176296952e-22,"Inhibitory Interneurons","Nnat"
"Retreg1.1",5.67465215699968e-27,-0.299416759551059,0.274,0.192,1.8039719207102e-22,"Inhibitory Interneurons","Retreg1"
"Nsmf.1",6.57256146299806e-27,-0.272439514116142,0.2,0.25,2.08941728908708e-22,"Inhibitory Interneurons","Nsmf"
"Lyn.1",8.04188024453049e-27,-0.31557822940336,0.29,0.211,2.55651372973624e-22,"Inhibitory Interneurons","Lyn"
"Prox1",1.06373460971817e-26,-0.334542475195204,0.134,0.182,3.38161232429407e-22,"Inhibitory Interneurons","Prox1"
"Rrbp1.1",1.24419968563106e-26,-0.279335420622149,0.181,0.121,3.95531080062113e-22,"Inhibitory Interneurons","Rrbp1"
"Smad7.1",1.26102881331447e-26,-0.563038247397559,0.115,0.158,4.00881059752669e-22,"Inhibitory Interneurons","Smad7"
"Ypel2.1",7.78523935719824e-26,-0.727547592329601,0.236,0.269,2.47492759165332e-21,"Inhibitory Interneurons","Ypel2"
"Bcl2l1.1",1.74195290269769e-25,-0.594460556372858,0.197,0.236,5.53766827767597e-21,"Inhibitory Interneurons","Bcl2l1"
"Stxbp6",3.00115560569069e-25,-0.542549109314828,0.337,0.344,9.5406736704907e-21,"Inhibitory Interneurons","Stxbp6"
"Stx6",5.19889567112675e-25,-0.290500901401163,0.151,0.199,1.65272893385119e-20,"Inhibitory Interneurons","Stx6"
"Ppp1r16b.1",6.28921381051645e-25,-0.764519194434049,0.293,0.313,1.99934107036318e-20,"Inhibitory Interneurons","Ppp1r16b"
"Tbl1xr1.1",8.45889556864318e-25,-0.384907433352013,0.218,0.262,2.68908290127167e-20,"Inhibitory Interneurons","Tbl1xr1"
"Prdm5",1.38466931942056e-24,-0.303637176994867,0.09,0.131,4.40186376643797e-20,"Inhibitory Interneurons","Prdm5"
"Disc1",1.76889806768785e-24,-0.264316295815478,0.066,0.105,5.62332695717966e-20,"Inhibitory Interneurons","Disc1"
"Crlf3.1",2.66907825865425e-24,-0.430312253499969,0.104,0.145,8.48499978426187e-20,"Inhibitory Interneurons","Crlf3"
"Ptprj",3.09785492829672e-24,-0.44084887298753,0.527,0.499,9.84808081705528e-20,"Inhibitory Interneurons","Ptprj"
"Dapk1.1",6.72376048429728e-24,-0.311833856320756,0.376,0.395,2.13748345795811e-19,"Inhibitory Interneurons","Dapk1"
"Ppm1e.1",8.89152650607803e-24,-0.366908648811803,0.681,0.554,2.8266162762822e-19,"Inhibitory Interneurons","Ppm1e"
"Map2k6.1",1.31660952743304e-23,-0.258051417082105,0.195,0.243,4.18550168770965e-19,"Inhibitory Interneurons","Map2k6"
"Rtn4rl1",1.57151162353114e-23,-0.251436285550748,0.145,0.192,4.99583545120551e-19,"Inhibitory Interneurons","Rtn4rl1"
"Dleu2.1",2.70270543950797e-23,-0.601229550741276,0.383,0.394,8.59190059219583e-19,"Inhibitory Interneurons","Dleu2"
"Arhgap31.1",2.70952744319343e-23,-0.521607154522565,0.071,0.108,8.6135877419119e-19,"Inhibitory Interneurons","Arhgap31"
"Akt3.1",3.17727229025904e-23,-0.273565463434461,0.595,0.543,1.01005486107335e-18,"Inhibitory Interneurons","Akt3"
"Grm8.1",3.82218042957687e-23,0.318956958185073,0.238,0.187,1.21507115856249e-18,"Inhibitory Interneurons","Grm8"
"Add3.1",8.90464102036208e-23,-0.44156020318672,0.234,0.271,2.8307853803731e-18,"Inhibitory Interneurons","Add3"
"Prkcb.1",1.16730475788502e-22,-0.390613282194729,0.493,0.46,3.71086182531649e-18,"Inhibitory Interneurons","Prkcb"
"Rffl.1",1.25330074856783e-22,-0.541143926715175,0.103,0.141,3.98424307969712e-18,"Inhibitory Interneurons","Rffl"
"Fam131a.1",1.33195539143681e-22,-0.250098405242039,0.24,0.283,4.23428618937762e-18,"Inhibitory Interneurons","Fam131a"
"Stmn4.1",1.65129451843362e-22,-0.413516583799786,0.105,0.145,5.24946527410047e-18,"Inhibitory Interneurons","Stmn4"
"Gm48678.1",1.90662927932118e-22,-0.457556550381066,0.461,0.462,6.06117447896205e-18,"Inhibitory Interneurons","Gm48678"
"Ttll7.1",2.17259405514535e-22,-0.335258914554738,0.405,0.303,6.90667650130706e-18,"Inhibitory Interneurons","Ttll7"
"Glul.1",2.86455487423163e-22,-0.632632665554929,0.111,0.146,9.10641994518236e-18,"Inhibitory Interneurons","Glul"
"Galnt1.1",7.03843451993269e-22,-0.324558876923071,0.333,0.358,2.2375183338866e-17,"Inhibitory Interneurons","Galnt1"
"Bin1.1",8.85476020491355e-22,-0.640896013419112,0.375,0.38,2.81492826914202e-17,"Inhibitory Interneurons","Bin1"
"Tubb4a.1",1.25726640191241e-21,-0.874608769860235,0.317,0.327,3.99684989167954e-17,"Inhibitory Interneurons","Tubb4a"
"Fgfr1op2",1.34992655681776e-21,-0.264689224468062,0.131,0.174,4.29141652412367e-17,"Inhibitory Interneurons","Fgfr1op2"
"Arpc2",1.49544395172027e-21,-0.350494233117626,0.286,0.317,4.75401632251874e-17,"Inhibitory Interneurons","Arpc2"
"Tmod1",1.59880485642044e-21,-0.330583943413561,0.099,0.138,5.08260063856059e-17,"Inhibitory Interneurons","Tmod1"
"Rnf169",2.99604821994206e-21,-0.367505614771778,0.379,0.394,9.52443729119581e-17,"Inhibitory Interneurons","Rnf169"
"Plekhh1.1",3.14736935378765e-21,-0.637035461783881,0.072,0.104,1.0005487175691e-16,"Inhibitory Interneurons","Plekhh1"
"Gfra1",3.35324489697845e-21,-0.260216861327737,0.102,0.143,1.06599655274945e-16,"Inhibitory Interneurons","Gfra1"
"Kdm7a",3.64186580480492e-21,-0.310655482809488,0.228,0.265,1.15774913934749e-16,"Inhibitory Interneurons","Kdm7a"
"Ano4.1",3.98071852880214e-21,-0.371178875771532,0.492,0.374,1.2654704203062e-16,"Inhibitory Interneurons","Ano4"
"Dpy19l1.1",4.02999271075471e-21,-0.321378797607082,0.087,0.125,1.28113468274892e-16,"Inhibitory Interneurons","Dpy19l1"
"Grin2a.1",7.78513292226521e-21,-0.290628059519522,0.678,0.587,2.47489375598811e-16,"Inhibitory Interneurons","Grin2a"
"Bmp2k.1",8.62711890389781e-21,-0.527624962627853,0.077,0.11,2.74256109954911e-16,"Inhibitory Interneurons","Bmp2k"
"Elf2",1.73278270557127e-20,-0.409614881170623,0.128,0.166,5.50851622101105e-16,"Inhibitory Interneurons","Elf2"
"Gpd2",1.78661013030724e-20,-0.251876334365532,0.095,0.134,5.6796336042467e-16,"Inhibitory Interneurons","Gpd2"
"Ap3b1",2.11195648395251e-20,-0.390286043835137,0.263,0.292,6.71390966248502e-16,"Inhibitory Interneurons","Ap3b1"
"Itpr2.1",2.20158840227808e-20,-0.468039167971933,0.072,0.105,6.99884953084201e-16,"Inhibitory Interneurons","Itpr2"
"Itpr1.1",2.68688380728295e-20,-0.286839455351283,0.357,0.378,8.54160362335249e-16,"Inhibitory Interneurons","Itpr1"
"Pou2f2",2.84502165083348e-20,-0.310700007427835,0.137,0.18,9.04432382799963e-16,"Inhibitory Interneurons","Pou2f2"
"Actb.1",1.40284191078336e-19,-0.490878588907696,0.389,0.394,4.45963443438031e-15,"Inhibitory Interneurons","Actb"
"Pakap.1",1.61038770759324e-19,-0.555673364347104,0.383,0.39,5.1194225224389e-15,"Inhibitory Interneurons","Pakap"
"Gna12.1",1.70526255730499e-19,-0.539326993153712,0.158,0.191,5.42102966967255e-15,"Inhibitory Interneurons","Gna12"
"Ss18",5.59488308421044e-19,-0.276369365903931,0.083,0.118,1.7786133324705e-14,"Inhibitory Interneurons","Ss18"
"Snx29.1",9.31430993677264e-19,-0.33490222177871,0.409,0.311,2.96101912890002e-14,"Inhibitory Interneurons","Snx29"
"Ptpra",1.93437361366793e-18,-0.386076155661818,0.369,0.379,6.14937371785035e-14,"Inhibitory Interneurons","Ptpra"
"Son.1",4.90246069384129e-18,-0.378442566837061,0.596,0.552,1.55849225457215e-13,"Inhibitory Interneurons","Son"
"Neo1.1",5.01753515290459e-18,-0.424423209273605,0.306,0.329,1.59507442510837e-13,"Inhibitory Interneurons","Neo1"
"Picalm.1",6.04621358369661e-18,-0.568784315599652,0.215,0.242,1.92209129825715e-13,"Inhibitory Interneurons","Picalm"
"Rapgef2.1",9.10228176140639e-18,-0.31862067482077,0.555,0.499,2.89361537195109e-13,"Inhibitory Interneurons","Rapgef2"
"Slc16a7",1.00091859524994e-17,-0.319292755115691,0.291,0.319,3.18192021429957e-13,"Inhibitory Interneurons","Slc16a7"
"Mcu.1",1.3079666041262e-17,-0.270745984177898,0.275,0.304,4.15802583451718e-13,"Inhibitory Interneurons","Mcu"
"Map3k5",1.47694357090973e-17,-0.296906588235156,0.134,0.17,4.69520361192202e-13,"Inhibitory Interneurons","Map3k5"
"Nhsl2.1",1.69486154232146e-17,-0.271013695785811,0.198,0.234,5.38796484303991e-13,"Inhibitory Interneurons","Nhsl2"
"5031439G07Rik.1",1.71867536094771e-17,-0.445624397328981,0.237,0.267,5.46366897245278e-13,"Inhibitory Interneurons","5031439G07Rik"
"Iqsec2.1",2.41019094189505e-17,-0.256195880661135,0.306,0.33,7.66199700428435e-13,"Inhibitory Interneurons","Iqsec2"
"Sipa1l1.1",3.49167564802507e-17,-0.255050173631136,0.489,0.469,1.11000368850717e-12,"Inhibitory Interneurons","Sipa1l1"
"Cap2.1",5.49991746776815e-17,-0.281389152272197,0.405,0.404,1.74842376300349e-12,"Inhibitory Interneurons","Cap2"
"3110082I17Rik",2.52553840096564e-16,-0.260856052184596,0.126,0.162,8.02868657666978e-12,"Inhibitory Interneurons","3110082I17Rik"
"Mef2a",2.55147492184181e-16,-0.38898997411378,0.483,0.375,8.1111387765351e-12,"Inhibitory Interneurons","Mef2a"
"Abhd17b.1",3.59237212446824e-16,-0.573212073636093,0.351,0.356,1.14201509836845e-11,"Inhibitory Interneurons","Abhd17b"
"Pde3b.1",4.39055319430865e-16,-0.408522775392396,0.254,0.194,1.39575686047072e-11,"Inhibitory Interneurons","Pde3b"
"Dennd4a.1",4.53403218320017e-16,-0.462211371485852,0.377,0.383,1.44136883103934e-11,"Inhibitory Interneurons","Dennd4a"
"Abi1",4.86592548105907e-16,-0.348832282058003,0.376,0.381,1.54687771042868e-11,"Inhibitory Interneurons","Abi1"
"Cipc.1",8.448306197506e-16,-0.432648511715432,0.162,0.192,2.68571654018716e-11,"Inhibitory Interneurons","Cipc"
"Hexb.1",9.13898103619488e-16,-0.7401390503979,0.086,0.114,2.90528207140635e-11,"Inhibitory Interneurons","Hexb"
"Hpgds.1",3.22017786800139e-15,-0.438410267705125,0.105,0.137,1.02369454423764e-10,"Inhibitory Interneurons","Hpgds"
"Dgkh.1",3.51786395499665e-15,-0.465553368424793,0.384,0.376,1.11832895129344e-10,"Inhibitory Interneurons","Dgkh"
"Myh9",4.93473691411562e-15,-0.285359657955337,0.142,0.175,1.56875286499736e-10,"Inhibitory Interneurons","Myh9"
"Hs6st3.1",5.67655050502509e-15,-0.604964260260928,0.429,0.418,1.80457540554748e-10,"Inhibitory Interneurons","Hs6st3"
"Cmss1.1",5.73056520717459e-15,-0.381838569840228,0.746,0.664,1.8217466793608e-10,"Inhibitory Interneurons","Cmss1"
"Usp54.1",7.98534303932945e-15,-0.531176618837743,0.168,0.193,2.53854055220283e-10,"Inhibitory Interneurons","Usp54"
"Slc12a2.1",1.89182763222707e-14,-0.609912369312007,0.173,0.196,6.01412004284985e-10,"Inhibitory Interneurons","Slc12a2"
"Ppp2r3a.1",2.22039287630805e-14,-0.265720309180128,0.491,0.382,7.05862895378329e-10,"Inhibitory Interneurons","Ppp2r3a"
"Otud7b.1",2.74712627925148e-14,-0.554445235772883,0.223,0.242,8.73311444174045e-10,"Inhibitory Interneurons","Otud7b"
"Cdc37l1.1",4.50998470762542e-14,-0.628918730192758,0.472,0.444,1.43372413855412e-09,"Inhibitory Interneurons","Cdc37l1"
"Susd6",6.62990045910833e-14,-0.323701775976248,0.261,0.283,2.10764535595054e-09,"Inhibitory Interneurons","Susd6"
"Cyfip1",8.35273737931709e-14,-0.341176983802732,0.302,0.322,2.6553352128849e-09,"Inhibitory Interneurons","Cyfip1"
"Tmod2.1",2.00149751181868e-13,-0.570950760428972,0.369,0.367,6.3627605900716e-09,"Inhibitory Interneurons","Tmod2"
"Znrf3",2.15293553733685e-13,-0.303081467447312,0.183,0.212,6.84418207319385e-09,"Inhibitory Interneurons","Znrf3"
"Mpp5.1",3.03535241505196e-13,-0.333818361047747,0.131,0.159,9.64938532745017e-09,"Inhibitory Interneurons","Mpp5"
"Arhgap23.1",3.54314661124601e-13,-0.764938013249061,0.275,0.282,1.12636630771511e-08,"Inhibitory Interneurons","Arhgap23"
"Scd2.1",6.20118382773362e-13,-0.528537295186129,0.208,0.227,1.97135633883652e-08,"Inhibitory Interneurons","Scd2"
"Prkce.1",1.6914407608097e-12,-0.283452267690104,0.762,0.587,5.37709017861403e-08,"Inhibitory Interneurons","Prkce"
"Cdc42se2",1.77911643959845e-12,-0.332076662695547,0.342,0.35,5.65581116148346e-08,"Inhibitory Interneurons","Cdc42se2"
"Bsg.1",2.66659566373402e-12,-0.260349599699499,0.257,0.201,8.47710761501046e-08,"Inhibitory Interneurons","Bsg"
"4930599N23Rik",2.67414588733026e-12,-0.254700327688296,0.103,0.131,8.50110977582291e-08,"Inhibitory Interneurons","4930599N23Rik"
"Nckap1",3.02568786240591e-12,-0.292127428781514,0.495,0.464,9.61866171458837e-08,"Inhibitory Interneurons","Nckap1"
"Erbin.1",3.64370197312014e-12,-0.646118171144179,0.32,0.226,1.15833285725489e-07,"Inhibitory Interneurons","Erbin"
"Mink1",6.19330371165378e-12,-0.321676802520071,0.254,0.274,1.96885124993474e-07,"Inhibitory Interneurons","Mink1"
"Calm1",7.78316492830552e-12,-0.383681773461295,0.573,0.53,2.47426813070832e-07,"Inhibitory Interneurons","Calm1"
"Cpox.1",1.02740959119667e-11,-0.297310291507072,0.087,0.112,3.26613509041422e-07,"Inhibitory Interneurons","Cpox"
"Pkig",1.41101783963131e-11,-0.331814683649444,0.256,0.272,4.48562571218794e-07,"Inhibitory Interneurons","Pkig"
"Camk2n1",1.47870828154816e-11,-0.316917521059941,0.222,0.245,4.7008136270416e-07,"Inhibitory Interneurons","Camk2n1"
"Cryab.1",1.66152822657507e-11,-0.462793849613928,0.113,0.136,5.28199823228215e-07,"Inhibitory Interneurons","Cryab"
"Tm7sf3.1",1.88446101940275e-11,-0.25071468356855,0.087,0.112,5.99070158068133e-07,"Inhibitory Interneurons","Tm7sf3"
"Mrtfa.1",2.51576380416257e-11,-0.270106113115084,0.365,0.365,7.99761313343282e-07,"Inhibitory Interneurons","Mrtfa"
"Sik3.1",3.55185309332572e-11,-0.458043519303207,0.646,0.572,1.12913409836825e-06,"Inhibitory Interneurons","Sik3"
"Mapt.1",5.13150098688932e-11,-0.521314601965778,0.78,0.674,1.63130416373211e-06,"Inhibitory Interneurons","Mapt"
"Exoc6b.1",5.35705769948307e-11,-0.355616670365949,0.691,0.584,1.70300864266567e-06,"Inhibitory Interneurons","Exoc6b"
"Cblb",5.40028650715472e-11,-0.268446286542453,0.231,0.252,1.71675108062449e-06,"Inhibitory Interneurons","Cblb"
"Tspan9.1",6.70344773902373e-11,-0.266737609024535,0.096,0.12,2.13102603623564e-06,"Inhibitory Interneurons","Tspan9"
"Map4k4.1",7.36613741280333e-11,-0.46128610170267,0.348,0.346,2.34169508353018e-06,"Inhibitory Interneurons","Map4k4"
"Ppp2r5a.1",9.95435198485043e-11,-0.315708960156296,0.156,0.181,3.16448849598395e-06,"Inhibitory Interneurons","Ppp2r5a"
"Zfp710.1",1.93423179980271e-10,-0.42213613221327,0.116,0.14,6.14892289157283e-06,"Inhibitory Interneurons","Zfp710"
"Ldb2.1",2.33902280107131e-10,-0.284323958449372,0.202,0.225,7.4357534846057e-06,"Inhibitory Interneurons","Ldb2"
"Daam2.1",2.49284719744203e-10,-0.679429170184154,0.128,0.143,7.92476124066822e-06,"Inhibitory Interneurons","Daam2"
"Mapk4",3.92441624941201e-10,-0.298186087246085,0.192,0.214,1.24757192568808e-05,"Inhibitory Interneurons","Mapk4"
